# Constructed from biom file
#OTU ID	s140.assembled.fastq	s12.assembled.fastq	s14.assembled.fastq	s139.assembled.fastq	s13.assembled.fastq	s11.assembled.fastq	s10.assembled.fastq	s9.assembled.fastq	s16.assembled.fastq	s138.assembled.fastq	s15.assembled.fastq	s5.assembled.fastq	s7.assembled.fastq	s8.assembled.fastq	s6.assembled.fastq	s137.assembled.fastq	taxonomy
OTU45242172312622	2.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	4.0	1.0	3.0	1.0	1.0	1.0	2.0	k__Bacteria; p__GN02; c__BB34; o__; f__; g__; s__
OTU26220594857538	1.0	0.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	0.0	1.0	3.0	5.0	1.0	3.0	k__Bacteria; p__OP3; c__BD4-9; o__; f__; g__; s__
OTU9050581121536	7.0	0.0	6.0	4.0	7.0	5.0	4.0	5.0	10.0	7.0	9.0	11.0	1.0	5.0	12.0	9.0	Unassigned
OTU18733478304767	0.0	0.0	0.0	0.0	0.0	0.0	8.0	16.0	0.0	5.0	0.0	5.0	1.0	2.0	4.0	3.0	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__
OTU75257505988451	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	7.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU67057649599360	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	1.0	12.0	0.0	8.0	6.0	29.0	10.0	19.0	Unassigned
OTU27089124338155	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU55664564659568	0.0	0.0	1.0	2.0	2.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	Unassigned
OTU61130689886865	0.0	0.0	0.0	0.0	0.0	0.0	7.0	20.0	0.0	6.0	0.0	17.0	5.0	10.0	14.0	18.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
OTU92884680682264	4.0	1.0	4.0	8.0	2.0	0.0	7.0	12.0	5.0	5.0	0.0	3.0	2.0	7.0	1.0	4.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU86404806903241	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Unassigned
OTU80436356220058	1.0	0.0	4.0	3.0	1.0	1.0	1.0	6.0	0.0	3.0	3.0	7.0	7.0	14.0	10.0	8.0	k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]; f__A0-023; g__; s__
OTU90712115084295	0.0	1.0	1.0	1.0	0.0	0.0	7.0	12.0	1.0	9.0	1.0	12.0	3.0	4.0	10.0	5.0	k__Archaea; p__Euryarchaeota; c__DSEG; o__ArcA07; f__; g__; s__
OTU50450564045359	0.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	3.0	0.0	Unassigned
OTU31084797581030	1.0	0.0	1.0	0.0	0.0	0.0	16.0	18.0	0.0	17.0	0.0	14.0	6.0	17.0	12.0	15.0	k__Bacteria; p__OP8; c__SAW1_B6; o__; f__; g__; s__
OTU66084067739445	6.0	3.0	3.0	4.0	10.0	1.0	6.0	17.0	11.0	5.0	6.0	5.0	2.0	6.0	5.0	5.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU34770090235755	11.0	18.0	3.0	31.0	13.0	13.0	4.0	11.0	33.0	16.0	26.0	17.0	7.0	22.0	14.0	21.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU56212328108392	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	Unassigned
OTU74200823082669	18.0	0.0	63.0	51.0	53.0	0.0	43.0	82.0	10.0	41.0	9.0	27.0	33.0	92.0	38.0	63.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NKB15; f__; g__; s__
OTU51073167437827	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	4.0	3.0	8.0	1.0	10.0	k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__; s__
OTU3489675793869	31.0	142.0	77.0	99.0	93.0	127.0	11.0	22.0	112.0	41.0	76.0	42.0	14.0	50.0	28.0	54.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
OTU33179500721352	1.0	1.0	4.0	5.0	6.0	1.0	6.0	8.0	8.0	2.0	6.0	8.0	4.0	12.0	3.0	6.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SHA-20; f__; g__; s__
OTU51329504279486	2.0	8.0	4.0	8.0	1.0	4.0	0.0	1.0	7.0	0.0	5.0	1.0	0.0	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU49285300094304	0.0	2.0	1.0	2.0	3.0	0.0	0.0	0.0	4.0	1.0	5.0	3.0	0.0	2.0	0.0	0.0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
OTU14203089219362	6.0	14.0	9.0	17.0	8.0	8.0	13.0	25.0	12.0	19.0	3.0	17.0	9.0	37.0	26.0	41.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU49633310753053	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	5.0	1.0	3.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Desulfobacca; s__
OTU83967157689815	1.0	0.0	2.0	1.0	3.0	1.0	1.0	5.0	2.0	3.0	3.0	1.0	3.0	5.0	2.0	4.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU64251721355781	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU20192172943291	0.0	10.0	2.0	4.0	8.0	1.0	0.0	0.0	4.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
OTU99524591024151	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	Unassigned
OTU56177244991191	2.0	0.0	1.0	0.0	1.0	1.0	2.0	6.0	1.0	2.0	0.0	1.0	2.0	8.0	4.0	5.0	k__Bacteria; p__Acidobacteria; c__BPC102; o__MVS-40; f__; g__; s__
OTU86301777712681	38.0	44.0	35.0	80.0	36.0	31.0	50.0	80.0	112.0	53.0	104.0	58.0	39.0	95.0	93.0	82.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__
OTU97232752109551	16.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	13.0	2.0	0.0	0.0	0.0	7.0	0.0	65.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
OTU6866611622009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	k__Bacteria; p__NKB19; c__; o__; f__; g__; s__
OTU91605967340201	12.0	3.0	16.0	24.0	12.0	1.0	15.0	36.0	20.0	16.0	15.0	18.0	7.0	15.0	25.0	19.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU17245455332988	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	4.0	0.0	3.0	2.0	2.0	5.0	8.0	Unassigned
OTU93315818641901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0	k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__
OTU55211782358635	3.0	0.0	2.0	3.0	0.0	0.0	3.0	5.0	6.0	3.0	4.0	5.0	2.0	3.0	6.0	5.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU29048819340248	28.0	96.0	60.0	53.0	75.0	73.0	0.0	13.0	17.0	32.0	3.0	20.0	16.0	61.0	21.0	45.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__
OTU52700103976986	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	Unassigned
OTU18072575605696	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__C6; o__Ucm1571; f__; g__; s__
OTU70237619742791	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__OP3; c__; o__; f__; g__; s__
OTU19917114099646	20.0	4.0	16.0	42.0	8.0	9.0	7.0	5.0	26.0	4.0	23.0	3.0	3.0	4.0	1.0	10.0	k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]; f__A0-023; g__; s__
OTU91105393699116	0.0	0.0	12.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
OTU43582975871479	73.0	12.0	52.0	166.0	59.0	13.0	5.0	9.0	42.0	4.0	36.0	2.0	1.0	8.0	1.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
OTU83584235312814	0.0	0.0	2.0	0.0	0.0	0.0	4.0	13.0	4.0	4.0	4.0	7.0	6.0	4.0	4.0	7.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU23543811847027	0.0	0.0	0.0	1.0	1.0	0.0	1.0	11.0	2.0	4.0	7.0	3.0	2.0	4.0	8.0	9.0	k__Bacteria; p__GN04; c__GN15; o__; f__; g__; s__
OTU50425032386225	23.0	22.0	40.0	91.0	45.0	19.0	18.0	38.0	74.0	13.0	46.0	24.0	8.0	30.0	31.0	28.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU86926995096910	1.0	4.0	2.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	4.0	Unassigned
OTU3112795956011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	Unassigned
OTU13034613701585	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__OP1; c__MSBL6; o__; f__; g__; s__
OTU87085399463076	9.0	4.0	13.0	24.0	14.0	4.0	12.0	15.0	21.0	6.0	23.0	14.0	3.0	14.0	13.0	24.0	k__Bacteria; p__[Caldithrix]; c__KSB1; o__MSB-5B5; f__; g__; s__
OTU16745738889273	0.0	0.0	1.0	0.0	0.0	0.0	10.0	15.0	0.0	5.0	1.0	7.0	4.0	6.0	23.0	13.0	k__Bacteria; p__OP8; c__OP8_1; o__; f__; g__; s__
OTU83869281994530	1.0	0.0	0.0	4.0	1.0	0.0	1.0	1.0	5.0	0.0	2.0	2.0	0.0	1.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU62627579621275	2.0	0.0	3.0	3.0	2.0	0.0	4.0	6.0	6.0	1.0	3.0	0.0	3.0	7.0	5.0	10.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU80589395381682	5.0	0.0	10.0	3.0	12.0	0.0	37.0	50.0	0.0	61.0	0.0	51.0	28.0	84.0	57.0	98.0	k__Bacteria; p__Elusimicrobia; c__4-29; o__; f__; g__; s__
OTU24745217719070	1.0	0.0	1.0	0.0	1.0	0.0	4.0	12.0	1.0	1.0	1.0	4.0	2.0	19.0	10.0	4.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
OTU83214708374141	1.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU12021555117398	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	8.0	0.0	1.0	3.0	16.0	3.0	7.0	Unassigned
OTU46277637053382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__
OTU99337621111783	5.0	2.0	0.0	8.0	1.0	3.0	2.0	3.0	3.0	1.0	3.0	0.0	0.0	1.0	2.0	4.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU76959924355112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	k__Bacteria; p__OP3; c__; o__; f__; g__; s__
OTU87891394819508	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	1.0	0.0	0.0	2.0	0.0	9.0	Unassigned
OTU34958742952391	13.0	4.0	19.0	20.0	14.0	2.0	0.0	0.0	22.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU98471804563502	0.0	1.0	0.0	1.0	1.0	0.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	6.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU2502601535545	4.0	1.0	0.0	7.0	4.0	1.0	4.0	6.0	5.0	0.0	3.0	0.0	2.0	7.0	2.0	3.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
OTU5287483746707	10.0	21.0	6.0	25.0	5.0	8.0	18.0	16.0	33.0	12.0	10.0	17.0	8.0	16.0	8.0	16.0	Unassigned
OTU32280080396077	0.0	1.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	3.0	0.0	4.0	4.0	6.0	4.0	4.0	k__Bacteria; p__Planctomycetes; c__ODP123; o__; f__; g__; s__
OTU93457462025521	0.0	1.0	0.0	2.0	3.0	1.0	2.0	7.0	3.0	1.0	0.0	5.0	1.0	7.0	1.0	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SHA-20; f__; g__; s__
OTU84779779045770	47.0	13.0	35.0	93.0	45.0	4.0	61.0	117.0	36.0	70.0	33.0	40.0	43.0	101.0	82.0	113.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU91701491449725	39.0	6.0	30.0	86.0	30.0	7.0	8.0	13.0	56.0	4.0	47.0	5.0	4.0	10.0	13.0	9.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
OTU56231431063714	0.0	0.0	3.0	2.0	3.0	0.0	2.0	3.0	0.0	0.0	0.0	3.0	1.0	2.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__; o__; f__; g__; s__
OTU96134394478421	1.0	4.0	0.0	2.0	0.0	2.0	9.0	16.0	3.0	14.0	1.0	9.0	8.0	22.0	26.0	22.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU69312395253191	3.0	0.0	2.0	0.0	0.0	2.0	12.0	9.0	4.0	1.0	8.0	2.0	2.0	6.0	14.0	8.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU74359481621042	9.0	46.0	11.0	14.0	12.0	25.0	0.0	2.0	11.0	3.0	8.0	4.0	2.0	5.0	6.0	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__; s__
OTU32464744804503	1.0	4.0	2.0	7.0	3.0	13.0	0.0	1.0	6.0	1.0	8.0	0.0	0.0	1.0	0.0	1.0	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
OTU45212322919173	14.0	4.0	12.0	12.0	6.0	3.0	14.0	38.0	34.0	20.0	31.0	16.0	9.0	31.0	28.0	20.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU7226006453585	3.0	3.0	0.0	4.0	0.0	2.0	16.0	11.0	3.0	10.0	0.0	7.0	3.0	8.0	5.0	5.0	Unassigned
OTU52116850145061	3.0	18.0	10.0	7.0	16.0	7.0	1.0	3.0	3.0	2.0	1.0	2.0	1.0	6.0	5.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
OTU35165639598116	1.0	1.0	0.0	5.0	0.0	1.0	32.0	37.0	5.0	31.0	9.0	29.0	17.0	36.0	26.0	50.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU36045495960148	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	3.0	k__Bacteria; p__OP3; c__; o__; f__; g__; s__
OTU47027306758008	0.0	0.0	1.0	0.0	1.0	0.0	20.0	3.0	0.0	6.0	2.0	14.0	5.0	33.0	17.0	9.0	k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobaculum; s__parvum
OTU76456298063600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	4.0	1.0	2.0	3.0	1.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU90547195801102	0.0	0.0	0.0	0.0	0.0	0.0	11.0	12.0	0.0	1.0	0.0	2.0	0.0	8.0	7.0	2.0	k__Bacteria; p__AC1; c__HDBW-WB69; o__; f__; g__; s__
OTU39151629359520	2.0	3.0	4.0	16.0	4.0	0.0	0.0	1.0	6.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU20127887709177	3.0	2.0	2.0	4.0	0.0	0.0	2.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU15980036340243	9.0	2.0	13.0	11.0	7.0	2.0	6.0	14.0	13.0	1.0	13.0	6.0	4.0	8.0	6.0	9.0	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__; s__
OTU15720453499965	3.0	1.0	2.0	3.0	1.0	2.0	6.0	20.0	0.0	4.0	1.0	1.0	5.0	23.0	0.0	7.0	k__Bacteria; p__GN04; c__GN15; o__; f__; g__; s__
OTU19610572862729	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	3.0	1.0	3.0	Unassigned
OTU72631700593650	0.0	0.0	0.0	0.0	0.0	0.0	12.0	15.0	0.0	12.0	0.0	9.0	8.0	11.0	6.0	13.0	Unassigned
OTU10747826432058	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	Unassigned
OTU70103184359382	1.0	0.0	3.0	0.0	2.0	0.0	1.0	2.0	0.0	2.0	3.0	2.0	1.0	4.0	6.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU56759220985166	0.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	5.0	1.0	5.0	2.0	5.0	1.0	4.0	Unassigned
OTU82780762727167	7.0	0.0	11.0	12.0	8.0	0.0	5.0	24.0	2.0	5.0	3.0	7.0	6.0	14.0	24.0	11.0	Unassigned
OTU32089007922541	0.0	0.0	3.0	4.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	4.0	3.0	5.0	Unassigned
OTU14504427327288	5.0	12.0	5.0	13.0	8.0	10.0	3.0	1.0	6.0	3.0	4.0	0.0	1.0	7.0	6.0	6.0	k__Bacteria; p__Acidobacteria; c__OS-K; o__; f__; g__; s__
OTU66611191023462	1.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__; s__
OTU25415317448373	0.0	0.0	7.0	4.0	8.0	0.0	5.0	15.0	22.0	3.0	10.0	8.0	8.0	5.0	8.0	4.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__; g__; s__
OTU46361243583056	0.0	0.0	0.0	0.0	1.0	0.0	27.0	79.0	0.0	24.0	0.0	46.0	17.0	24.0	69.0	40.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU61159178342215	19.0	18.0	13.0	42.0	12.0	10.0	6.0	12.0	11.0	13.0	13.0	5.0	2.0	7.0	11.0	8.0	k__Bacteria; p__Chlorobi; c__BSV26; o__PK329; f__; g__; s__
OTU19507644401316	5.0	0.0	19.0	17.0	27.0	0.0	43.0	67.0	7.0	28.0	4.0	29.0	24.0	79.0	39.0	48.0	k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]; f__A0-023; g__; s__
OTU33292887520566	1.0	0.0	5.0	4.0	3.0	0.0	3.0	19.0	0.0	4.0	4.0	4.0	2.0	4.0	5.0	14.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU91611145834013	0.0	0.0	1.0	0.0	0.0	0.0	4.0	8.0	0.0	1.0	1.0	1.0	1.0	2.0	6.0	1.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU10297081757601	25.0	50.0	32.0	57.0	38.0	35.0	9.0	8.0	76.0	30.0	69.0	17.0	17.0	23.0	19.0	24.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales
OTU51155023773909	1.0	4.0	2.0	12.0	4.0	2.0	2.0	7.0	7.0	5.0	5.0	7.0	3.0	7.0	3.0	9.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU25631647041285	1.0	13.0	3.0	5.0	3.0	2.0	0.0	7.0	0.0	13.0	0.0	13.0	9.0	28.0	13.0	13.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__
OTU72024423851660	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	0.0	3.0	0.0	3.0	5.0	10.0	k__Archaea; p__Euryarchaeota; c__DSEG; o__ArcA07; f__; g__; s__
OTU2214559375313	33.0	11.0	11.0	80.0	13.0	10.0	1.0	8.0	36.0	5.0	42.0	3.0	4.0	6.0	2.0	4.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
OTU48157175137036	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	6.0	0.0	11.0	1.0	5.0	8.0	12.0	Unassigned
OTU48766117251759	5.0	0.0	17.0	20.0	4.0	1.0	56.0	36.0	0.0	9.0	0.0	3.0	17.0	46.0	12.0	12.0	Unassigned
OTU78385920901751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	0.0	6.0	0.0	0.0	k__Bacteria; p__LCP-89; c__SAW1_B44; o__; f__; g__; s__
OTU55897184038486	1.0	1.0	5.0	0.0	4.0	2.0	1.0	2.0	7.0	2.0	5.0	2.0	0.0	1.0	0.0	0.0	k__Bacteria; p__OP8; c__OP8_1; o__HMMVPog-54; f__; g__; s__
OTU45845327678685	3.0	3.0	0.0	11.0	3.0	1.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU38769511566533	9.0	1.0	14.0	30.0	10.0	0.0	7.0	4.0	21.0	2.0	6.0	2.0	3.0	7.0	4.0	9.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__GIF9; f__; g__; s__
OTU84335797971195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU75752149571618	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	Unassigned
OTU4731804785567	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	2.0	5.0	0.0	3.0	Unassigned
OTU85554970857960	4.0	5.0	2.0	12.0	6.0	6.0	1.0	0.0	14.0	2.0	14.0	0.0	2.0	5.0	0.0	6.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU4332923687326	0.0	0.0	2.0	1.0	3.0	0.0	4.0	4.0	2.0	2.0	0.0	1.0	1.0	2.0	3.0	3.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU26793409945270	5.0	2.0	0.0	6.0	2.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU45443262037118	6.0	4.0	3.0	13.0	1.0	3.0	8.0	10.0	12.0	3.0	7.0	3.0	7.0	9.0	2.0	9.0	Unassigned
OTU66271534064083	20.0	3.0	35.0	21.0	29.0	1.0	14.0	49.0	34.0	19.0	20.0	16.0	12.0	13.0	32.0	32.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__GIF9; f__; g__; s__
OTU53426024911158	9.0	2.0	20.0	14.0	9.0	5.0	8.0	17.0	25.0	9.0	24.0	13.0	8.0	22.0	16.0	20.0	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__; s__
OTU2206785978134	1.0	1.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	Unassigned
OTU51935788123226	0.0	4.0	0.0	4.0	4.0	0.0	3.0	6.0	21.0	2.0	15.0	4.0	3.0	2.0	5.0	2.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__; g__; s__
OTU90251428313005	0.0	0.0	0.0	0.0	0.0	0.0	18.0	30.0	0.0	10.0	0.0	8.0	7.0	5.0	23.0	12.0	Unassigned
OTU47781666874686	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	4.0	0.0	10.0	3.0	3.0	11.0	6.0	Unassigned
OTU69540044537437	1.0	2.0	2.0	3.0	0.0	0.0	0.0	1.0	12.0	3.0	6.0	2.0	1.0	4.0	1.0	5.0	k__Bacteria; p__; c__; o__; f__; g__; s__
